Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,PC_m
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,33.6643453185271,23.7149050343758,20.2229408902349,3.74735172440946,1.2190911714629,0.148818835963208,0.0928930054413105,0.110185888450564,0.156080256911663,0.1793996188333735,0.202718980755084,0.1559973894885304,0.109275798221977,0.0668645413473137,0.0244532844726505,0.0156891068941804,0.0069249293157103,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12244.8897248001,9562.74687809608,8974.71030566414,4559.44256451134,3315.97736287129,2236.9308249073,1084.61775843367,282.999431117851,80.3029341041843,21.98011439039145,-36.3427053234014,-114.2459904975402,-192.149275671679,-142.5866294242253,-93.0239831767716,-92.09921515468376,-91.1744471325959,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.76540286250092,9.05896749276268,8.57610296739959,12.2180492370926,15.0907258963715,18.2665213290329,20.1347094821654,22.3338357525406,21.9862680058287,19.62880145491635,17.271334904004,13.021246064318245,8.77115722463249,6.23282211826103,3.69448701188957,3.29326799746815,2.89204898304673,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,36.3862957234779,38.7324038334088,43.1665885681376,32.7550075965637,23.0979066190102,15.110170366059,8.9719626326545,4.27690168530759,1.52461524117056,0.76230762058528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2100,P1c,Emissions|CO2,Mt CO2/yr,43966.419851096,43768.6851095946,43302.6508588326,44454.6647498686,44529.6826233202,45349.0385443582,45619.7532370321,46479.3051812541,47606.2330641793,48047.3126945975,48488.3923250157,49137.71364705511,49787.0349690945,50215.0842719877,50643.1335748809,51131.4037637426,51619.6739526043,1
MESSAGEix,EN_INDCi2100,P1c,Emissions|CO2|AFOLU,Mt CO2/yr,5470.96916666667,4721.92268673187,4095.69775902226,3273.17481965467,2189.28331109106,1369.01483321419,552.635561059627,-152.282774059384,-826.185315829728,-1509.7585881892192,-2193.33186054871,-2793.124547812865,-3392.91723507702,-3746.39935594691,-4099.8814768168,-4537.41939492619,-4974.95731303558,1
MESSAGEix,EN_INDCi2100,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,38495.4506844293,39046.7624228627,39206.9530998103,41181.4899302139,42340.3993122291,43980.023711144,45067.1176759725,46631.5879553134,48432.418380009,49557.0712827867,50681.7241855644,51930.838194868,53179.9522041716,53961.48362793465,54743.0150516977,55668.823158668805,56594.6312656399,1
MESSAGEix,EN_INDCi2100,P1c,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,6007.19932788473,6526.74919407585,7102.77561188955,6996.5240098333,7249.60367783767,7487.56893916537,7710.26093329177,7991.08879304995,8252.55226274793,8317.194389965465,8381.836517183,7929.910500153004,7477.98448312301,7363.02954063791,7248.07459815281,7425.544829270195,7603.01506038758,1
MESSAGEix,EN_INDCi2100,P1c,Primary Energy|Coal,EJ/yr,150.014195484454,137.789221095656,126.966242872704,122.398786398621,124.197804167487,128.760732641205,139.906611111086,158.570656088101,177.142696941576,189.236921990138,201.3311470387,211.681348197652,222.031549356604,224.106798749817,226.18204814303,218.898192281844,211.614336420658,1
MESSAGEix,EN_INDCi2100,P1c,Secondary Energy|Electricity|Coal,EJ/yr,34.9630957329006,30.7874593480838,26.7919049622718,26.4223617438256,26.6540357393606,28.1379809312472,31.4505750036878,37.9329270791412,44.2514354030065,47.461045295636296,50.6706551882661,54.78790677405296,58.9051583598398,58.5040045382458,58.1028507166518,54.0302362844916,49.9576218523314,1
MESSAGEix,EN_INDCi2100,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13340.6352346397,11939.1585866149,10968.455638068,11163.8491606452,11271.0723922727,11782.4927406714,12697.6709973152,14476.2682183287,16040.8938933843,16926.9140068199,17812.9341202555,19070.2269291305,20327.5197380055,20322.80570574345,20318.0916734814,19827.7863435194,19337.4810135574,1
MESSAGEix,EN_INDCi2100,P1c,Final Energy|Industry|Solids|Biomass,EJ/yr,6.7665373569408,8.67337932891692,8.45609160421137,11.0447300378542,12.2117669343742,13.9308026051203,13.5109608776496,14.0125650899741,13.69368967243,14.0848939087327,14.4760981450354,14.9725917831487,15.469085421262,15.2571250216455,15.045164622029,15.631566613471051,16.2179686049131,1
MESSAGEix,EN_INDCi2100,P1c,Final Energy|Industry|Solids|Coal,EJ/yr,38.2639298339719,43.1706972212322,49.7213264331305,50.1310719993979,55.7244974229065,60.4074010762403,64.6484491293317,68.994437794313,73.0323768765082,76.92364309379985,80.8149093110915,81.29811512111795,81.7813209311444,83.49720758486225,85.2130942385801,86.62228178211674,88.0314693256534,1
MESSAGEix,EN_INDCi2100,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.65420428420482,0.131268251334047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MESSAGEix,EN_INDCi2100_COV,P1c,Emissions|CO2,Mt CO2/yr,42186.6711200259,40535.6359497315,40712.3057324647,42038.2760359987,41911.1558688909,42799.9803593761,43269.9700645781,44011.2229378992,44460.4236636338,45875.73134782375,47291.0390320137,48663.21933502565,50035.3996380376,50314.90904359275,50594.4184491479,50146.04963666086,49697.6808241738,1
MESSAGEix,EN_INDCi2100_COV,P1c,Emissions|CO2|AFOLU,Mt CO2/yr,5470.46573333333,4937.14915203112,4426.77266549724,3600.51023545113,2501.21776032337,1618.30352336124,748.958805672773,0.88961867982114,-694.805257892419,-1397.3967151145744,-2099.98817233673,-2714.50001853428,-3329.01186473183,-3678.93615462133,-4028.86044451083,-4480.994356207725,-4933.12826790462,1
MESSAGEix,EN_INDCi2100_COV,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36716.2053866925,35598.4867977003,36285.5330669675,38437.7658005476,39409.9381085675,41181.6768360149,42521.0112589053,44010.3333192194,45155.2289215262,47273.12806293836,49391.0272043505,51377.71935355995,53364.4115027694,53993.8451982141,54623.2788936588,54627.0439928686,54630.8090920784,1
MESSAGEix,EN_INDCi2100_COV,P1c,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5823.89767521861,5811.88162829029,6283.26580759226,6201.89152434136,6433.88184559378,6817.65717383223,7057.24703314151,7200.78253272379,7329.01762248899,7607.416383251575,7885.81514401416,7528.916145195325,7172.01714637649,6947.12608785269,6722.23502932889,6748.850275719275,6775.46552210966,1
MESSAGEix,EN_INDCi2100_COV,P1c,Primary Energy|Coal,EJ/yr,142.575126356702,119.507996014333,113.693330723492,109.824553269164,107.108293318001,108.491605713507,116.200520541143,130.634301063398,146.741518017305,165.806039795578,184.870561573851,193.8864432663745,202.902324958898,203.383504949675,203.864684940452,198.765307542183,193.665930143914,1
MESSAGEix,EN_INDCi2100_COV,P1c,Secondary Energy|Electricity|Coal,EJ/yr,33.6643453185271,26.3252431021938,23.8728783669278,23.3936311446679,21.3588176848836,20.8920603496903,23.0516724658177,27.9235498699539,33.3961317771091,39.11948218775185,44.8428325983946,48.08776707451391,51.3327015506332,50.52129108545235,49.7098806202715,47.3420319954288,44.9741833705861,1
MESSAGEix,EN_INDCi2100_COV,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12244.8897248001,10277.6887419381,9686.37194750068,10036.041162008,9847.19058704892,10319.5810816001,11180.2453565035,12852.0417533345,14069.3315312394,15552.5541012198,17035.7766712002,18474.8535992906,19913.930527381,19848.78288284305,19783.6352383051,19111.16205156115,18438.6888648172,1
MESSAGEix,EN_INDCi2100_COV,P1c,Final Energy|Industry|Solids|Biomass,EJ/yr,8.76540286250092,9.60028075645021,9.40669385188116,11.0971091576506,11.7811608802373,12.2775422514793,11.9644465244822,12.5890852014516,12.6297164551419,12.75969181986015,12.8896671845784,13.74386192637545,14.5980566681725,15.300814871165,16.0035730741575,17.19397406065795,18.3843750471584,1
MESSAGEix,EN_INDCi2100_COV,P1c,Final Energy|Industry|Solids|Coal,EJ/yr,36.3862957234779,39.0134882209206,43.6195165434856,44.6852714162944,50.8962001286741,57.5087632561772,61.1064565380999,64.6370327343372,68.1214072695017,73.3229780844141,78.5245488993265,79.2237148938975,79.9228808884685,81.2310260585312,82.5391712285939,81.7378177423834,80.9364642561729,1
MESSAGEix,EN_INDCi2100_COV,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Emissions|CO2,Mt CO2/yr,42186.6711200259,39683.0687020186,39561.8253938765,41199.6708261017,41321.4865957404,42376.3006127577,42962.8455667811,43498.3415530611,43927.6903836631,44870.64340621085,45813.5964287586,46929.04142226765,48044.4864157767,48747.026306049855,49449.566196323,49019.9998446546,48590.4334929862,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Emissions|CO2|AFOLU,Mt CO2/yr,5470.46573333333,4992.1586,4545.61077630504,3892.9696337376,3077.36621396013,2193.23306690787,1244.42203139357,396.298617987136,-426.196846354761,-1189.3080748015104,-1952.41930324826,-2602.692668112896,-3252.96603297753,-3633.863908854665,-4014.7617847318,-4479.521882352216,-4944.28197997263,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36716.2053866925,34690.9101020186,35016.2146175715,37306.7011923641,38244.1203817803,40183.0675458498,41718.4235353875,43102.0429350739,44353.8872300179,46059.95148101235,47766.0157320068,49531.73409038055,51297.4524487543,52380.89021490455,53464.3279810548,53499.5217270068,53534.7154729588,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5823.89767521861,5795.90694879791,6292.56354819543,6107.96303216951,6256.93234514458,6652.66793885759,6938.15722692539,7089.23100917156,7272.7512315692,7386.142493416525,7499.53375526385,7226.29564692538,6953.05753858691,6749.731468299689,6546.40539801247,6540.63160291898,6534.85780782549,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Primary Energy|Coal,EJ/yr,142.575126356702,111.733016148535,103.593278915627,103.714093660381,102.477094596324,107.07268209958,115.711180557647,129.208304846619,141.400824277897,153.1658289560205,164.930833634144,179.027347176445,193.123860718746,191.538663686237,189.953466653728,178.53307159491447,167.112676536101,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Secondary Energy|Electricity|Coal,EJ/yr,33.6643453185271,23.7149050343758,20.2229408902349,21.9336233042132,20.9117361048568,21.1733871426615,23.1865150468872,27.7809703584739,32.0105417622544,35.35515123645665,38.6997607106589,44.4821279804679,50.2644952502769,48.914252620590005,47.5640099909031,42.97665081982695,38.3892916487508,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12244.8897248001,9562.74687809608,8974.71030566414,9932.85671085738,9962.76805577864,10609.4599348244,11329.8973004146,12529.2367308218,13727.8412202046,14842.44264588935,15957.0440715741,17473.4788402802,18989.9136089863,19167.2642610175,19344.6149130487,18522.64691477115,17700.6789164936,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Final Energy|Industry|Solids|Biomass,EJ/yr,8.76540286250092,9.05896749276268,8.57610296739959,10.5819002481595,11.7751017661191,12.4585192527382,12.2062802736186,12.2769530434613,11.8112770301459,11.7414508658328,11.6716247015197,12.8534957038141,14.0353667061085,14.37884834431215,14.7223299825158,15.9577507738678,17.1931715652198,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Final Energy|Industry|Solids|Coal,EJ/yr,36.3862957234779,38.7324038334088,43.1665885681376,41.9032189150568,46.8514340826516,54.7092977108116,59.5703932514834,62.8441248009632,65.2272257240803,68.22925108305645,71.2312764420326,71.85716017392775,72.4830439058229,72.5651743322386,72.6473047586543,71.53173936314555,70.4161739676368,1
MESSAGEix,EN_INDCi2100_COV_NDCp,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Emissions|CO2,Mt CO2/yr,43966.419851096,43457.937950652,42787.1139075199,44006.2070796957,43878.1192110124,44775.1489798573,45124.1615622881,46094.6966423269,47302.2694262357,47305.16911756156,47308.0688088874,47537.17775157176,47766.2866942561,48477.575162274254,49188.8636302924,49507.2816753744,49825.6997204564,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Emissions|CO2|AFOLU,Mt CO2/yr,5470.96916666667,4941.32484636382,4432.91765799468,3624.29726835619,2515.29795146349,1614.56751921465,723.147690528802,-47.5440649461329,-775.513797543523,-1490.8787769808414,-2206.24375641816,-2830.3916428750254,-3454.53952933189,-3774.908523313665,-4095.27751729544,-4550.67401139176,-5006.07050548808,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,38495.4506844293,38516.6131042882,38354.1962495252,40381.9098113395,41362.821259549,43160.5814606426,44401.0138717593,46142.240707273,48077.7832237793,48796.04789454245,49514.3125653056,50367.56939444675,51220.8262235879,52252.48368558785,53284.1411475878,54057.95568676615,54831.7702259445,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,6007.19932788473,6377.17728990848,6938.89296800483,6887.44721100413,7182.83353837259,7355.68118296716,7540.81477375296,7774.76380553942,8051.32756428354,8055.72165416182,8060.1157440401,7651.72144927145,7243.3271545028,7104.124653501145,6964.92215249949,7132.6922706683945,7300.4623888373,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Primary Energy|Coal,EJ/yr,150.014195484454,135.274307639569,122.788278574938,119.135935016694,122.06182584503,129.422870134496,138.287804272925,155.134707614436,175.103812220629,183.984282626755,192.864753032881,203.7696279741515,214.674502915422,217.5708623345945,220.467221753767,211.2975367124345,202.127851671102,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Secondary Energy|Electricity|Coal,EJ/yr,34.9630957329006,30.0516356786934,25.6388866607889,25.7846282851962,26.1787976385242,29.0580319749926,31.5732506968207,37.5862926658351,44.9864697046883,47.60916275454585,50.2318558044034,54.95348215178325,59.6751084991631,59.71095263938995,59.7467967796168,54.84411859450875,49.9414404094007,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13340.6352346397,11809.6535822791,10804.1461040329,11176.5767985936,11310.8241268268,12036.7871697102,12705.9772357152,14219.770601941,16130.8998810183,16788.39559516935,17445.8913093204,18556.36266337935,19666.8340174383,19966.8524236829,20266.8708299275,19639.4326448005,19011.9944596735,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Final Energy|Industry|Solids|Biomass,EJ/yr,6.7665373569408,9.08418849156416,8.97877387237883,10.8062646709815,11.7789452737695,13.7157585672116,13.1912143833421,13.7757104467237,13.3653445576486,13.7295155950846,14.0936866325206,14.6397763276977,15.1858660228748,15.0078189215887,14.8297718203026,16.2659319977886,17.7020921752746,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Final Energy|Industry|Solids|Coal,EJ/yr,38.2639298339719,42.7172995853648,48.5608435452582,48.33494982795,54.6219597061078,58.6914524496901,62.5141488538895,66.057474169522,69.1894841358743,71.580991867454,73.9724995990337,73.68297645895456,73.3934533188754,75.04077274623626,76.6880921735971,77.43444125234251,78.1807903310879,1
MESSAGEix,EN_INDCi2100_NDCp,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.61034709350566,0.0995947837410904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MESSAGEix,EN_NPi2020_1000,P2a,Emissions|CO2,Mt CO2/yr,43966.419851096,35493.6067330028,29322.1819112484,25781.7991044882,21771.4639583662,17093.4906692236,12663.6088127105,9199.55198472024,6918.53800073162,4306.99060874324,1695.44321675486,847.7226447684426,0.0020727820251522,0.0004916374067534,-0.0010895072116454,0.0478214712502449,0.0967324497121353,2
MESSAGEix,EN_NPi2020_1000,P2a,Emissions|CO2|AFOLU,Mt CO2/yr,5470.96916666667,3248.19351064419,1071.74592175834,233.926561723379,-637.575037600088,-1352.84728460774,-2061.24288770547,-2638.91229542803,-3183.79885258165,-3606.584798809725,-4029.3707450378,-4534.632780883765,-5039.89481672973,-5360.97890092056,-5682.06298511139,-5784.94896135922,-5887.83493760705,2
MESSAGEix,EN_NPi2020_1000,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,38495.4506844293,32245.4132223586,28250.43598949,25547.8725427649,22409.0389959662,18446.3379538313,14724.851700416,11838.4642801483,10102.3368533133,7913.57540755298,5724.81396179266,5382.355425652209,5039.89688951176,5360.97939255797,5682.06189560418,5784.99678283047,5887.93167005676,2
MESSAGEix,EN_NPi2020_1000,P2a,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,6007.19932788473,5311.53646717685,4652.23727549638,3812.62122909424,3049.95204387371,2372.21094705964,1872.85283182972,1585.21670402694,1398.25851756215,1117.8007737264345,837.343029890719,831.3381666475846,825.33330340445,881.026471989785,936.71964057512,955.7308445680044,974.742048560889,2
MESSAGEix,EN_NPi2020_1000,P2a,Primary Energy|Coal,EJ/yr,150.014195484454,74.3665514533875,39.3090689220355,23.7086704652248,14.9964721075163,10.0585799689603,7.05417542968272,8.61462471506817,11.21724696351,14.2138318577919,17.2104167520738,22.26978433734315,27.3291519226125,32.4131353048467,37.4971186870809,37.059323218706254,36.6215277503316,2
MESSAGEix,EN_NPi2020_1000,P2a,Secondary Energy|Electricity|Coal,EJ/yr,34.9630957329006,13.797474157729,5.23828158829325,1.8772151577945,0.779958908936105,0.303129107398037,0.0869538121381585,0.128639129215945,0.18954154184603,0.2665563704729345,0.343571199099839,0.444886380572076,0.546201562044313,0.64167124462516,0.737140927206007,0.7280410083597411,0.718941089513475,2
MESSAGEix,EN_NPi2020_1000,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13340.6352346397,7407.64407422589,5002.48964630904,4154.84646700791,3477.46284372823,2212.89782465629,1085.99725777602,242.157639584532,180.129958763385,81.4303421523084,-17.2692744587682,-106.5764772700936,-195.883680081419,-177.128799372944,-158.373918664469,-249.3318142036955,-340.289709742922,2
MESSAGEix,EN_NPi2020_1000,P2a,Final Energy|Industry|Solids|Biomass,EJ/yr,6.7665373569408,11.3423956504792,15.6384150506905,19.1723928681025,19.4373939873699,20.7351229654778,19.0087403253283,16.8920377006968,14.8225051110581,13.467489619568749,12.1124741280794,13.828588315965147,15.5447025038509,16.1626892000056,16.7806758961603,17.091269177740102,17.4018624593199,2
MESSAGEix,EN_NPi2020_1000,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,38.2639298339719,30.4706317652398,22.7720679804707,15.7646691855057,9.45784844174633,5.23301562274479,2.11847168890335,1.65187234068455,1.20121530221752,0.60060765110876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
MESSAGEix,EN_NPi2020_1000,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.47244152916052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
MESSAGEix,EN_NPi2020_1000_COV,P2a,Emissions|CO2,Mt CO2/yr,42186.6711206112,33049.2567700606,28308.6660888822,25173.0207422633,21906.8429354917,17957.8113831896,13645.8237862812,10123.799435085,7332.4157080719,4964.74877336586,2597.08183865982,1298.541872460359,0.0019062608980675,-0.0004779385351411,-0.0028621379683499,-0.0013091683709944,0.000243801226361,2
