Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,PC_m
MESSAGEix,EN_INDCi2030_900f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,5470.96916666667,4721.92268673187,4095.69775902226,2519.99648034766,1081.89865327545,-52.8066303253091,-1082.61104592618,-1887.70903293635,-2599.03765976788,-3173.5359271739,-3748.03419457992,-4254.1967060242805,-4760.35921746864,-5160.586036453905,-5560.81285543917,-5691.733319158405,-5822.65378287764,3
MESSAGEix,EN_INDCi2030_900f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,38495.4506844293,39046.7624228627,39206.9530998103,30787.8098715778,24024.5488193796,18707.261101284,14013.6789187368,10547.8380238149,7811.73791459401,5280.236997199585,2748.73607980516,463.17890781604,-1822.37826417308,-3198.3715418090096,-4574.36481944494,-5283.741714834715,-5993.11861022449,3
MESSAGEix,EN_INDCi2030_900f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,6007.19932788473,6526.74919407585,7102.77561188955,5060.99865499686,3531.91754802879,2383.68352697028,1644.88114860043,1148.30726915308,763.566591141604,587.5851234805446,411.603655819485,268.8516670201855,126.099678220886,130.80375671960252,135.507835218319,136.577490559617,137.647145900915,3
MESSAGEix,EN_INDCi2030_900f,P3b,Primary Energy|Coal,EJ/yr,150.014195484454,137.789221095656,126.966242872704,56.9590324708341,29.922167297572,19.6254702948626,13.5603660457791,10.6506587756818,10.1717892253586,9.918374582358894,9.66495993935919,5.767254782035099,1.86954962471101,1.3182999612842097,0.767050297857409,0.461354598157276,0.155658898457143,3
MESSAGEix,EN_INDCi2030_900f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,34.9630957329006,30.7874593480838,26.7919049622718,7.38313173220325,0.863253081747206,0.238025907947852,0.131164970277118,0.150105299536101,0.195059156823322,0.1938606098344344,0.192662062845547,0.114835789465915,0.0370095160862832,0.0260610590139099,0.0151126019415366,0.0090445128687612,0.0029764237959859,3
MESSAGEix,EN_INDCi2030_900f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13340.6352346397,11939.1585866149,10968.455638068,5395.93335945802,2555.14773148943,1167.02542984809,265.549356437927,66.647351849208,7.29835737993604,-36.282557164870674,-79.8634717096774,-105.9493805696142,-132.035289429551,-126.665767632509,-121.296245835467,-118.172492511533,-115.048739187599,3
MESSAGEix,EN_INDCi2030_900f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,6.7665373569408,8.67337932891692,8.45609160421137,12.4450062837506,14.59550337368,18.156537293776,19.5100505437527,21.4692432062364,20.2624050869776,16.370690994961002,12.4789769029444,9.14084064978249,5.80270439662058,4.27832577676521,2.75394715690984,2.74728345727827,2.7406197576467,3
MESSAGEix,EN_INDCi2030_900f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,38.2639298339719,43.1706972212322,49.7213264331305,35.0485262827593,23.2637516108899,14.6325954930461,7.78902938604795,3.07409152929042,0.365513965201437,0.1827569826007185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_900f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.65420428420482,0.131268251334047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Emissions|CO2,Mt CO2/yr,42186.6711200259,40535.6359497315,40712.3057324647,32295.5745422693,25234.6416718958,19083.6985948642,13317.7574458443,9011.40332618391,5416.54444394775,2772.2395864454943,127.934728943239,-2747.6145645554207,-5623.16385805408,-7430.269172302445,-9237.37448655081,-10282.856416343306,-11328.3383461358,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,5470.46573333333,4937.14915203112,4426.77266549724,2880.61472019636,1441.26032940001,260.571980138421,-835.0565178539,-1690.53885072179,-2442.72235585715,-3038.41992068611,-3634.11748551507,-4269.31364674419,-4904.50980797331,-5185.901004204115,-5467.29220043492,-5618.273365326195,-5769.25453021747,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36716.2053866925,35598.4867977003,36285.5330669675,29414.9598220729,23793.3813424958,18823.1266147258,14152.8139636982,10701.9421769057,7859.26679980489,5810.659507131601,3762.05221445831,1521.6990821887662,-718.654050080778,-2244.3681680983336,-3770.08228611589,-4664.583051017125,-5559.08381591836,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5823.89767521861,5811.88162829029,6283.26580759226,4627.29662675334,3262.66978381844,2218.46869081257,1578.37242140163,1152.67011707109,820.180549633437,675.8017114441245,531.422873254812,347.576313990049,163.729754725286,153.19265593164,142.655557137994,117.82692214174656,92.9982871454991,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Primary Energy|Coal,EJ/yr,142.575126356702,119.507996014333,113.693330723492,50.5460838800797,27.5644776098759,17.4771972108414,12.0841807985923,9.52231471872035,8.55563707204408,8.632814737763605,8.70999240348313,5.830340409046975,2.95068841461082,1.940534004529669,0.930379594448518,0.544949215621381,0.159518836794244,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Secondary Energy|Electricity|Coal,EJ/yr,33.6643453185271,26.3252431021938,23.8728783669278,6.39432546534415,1.0749492558329,0.17893492841913,0.101604271322019,0.117758796122574,0.164686116519204,0.169124414323615,0.173562712128026,0.1160975020061527,0.0586322918842794,0.0385057398788191,0.0183791878733588,0.0107164052180433,0.0030536225627279,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12244.8897248001,10277.6887419381,9686.37194750068,4885.87153303079,2812.20355721114,1509.84411484655,476.632890911619,103.343210402816,33.304240865605,-0.7030930073656023,-34.7104268803362,-56.69795100377425,-78.6854751272123,-86.18445126112755,-93.6834273950428,-63.14104303999835,-32.5986586849539,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.76540286250092,9.60028075645021,9.40669385188116,13.334154280104,15.9086750233653,18.8874714112807,20.3228461534853,22.4059197540999,21.2139706385709,17.57307237593725,13.9321741133036,10.791982106535215,7.65179009976683,5.256098718502105,2.86040733723738,3.0153239125093148,3.17024048778125,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,36.3862957234779,39.0134882209206,43.6195165434856,31.7554878740608,21.7120663395879,13.9837215123172,7.65476872083166,3.17288298235114,0.268013827092825,0.1340069135464125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_900f_COV,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Emissions|CO2,Mt CO2/yr,42186.6711200259,39683.0687020186,39561.8253938765,31246.2674999193,24917.4874951062,19370.4975524955,13831.0711459265,9361.74419139167,5753.52121928792,3151.4220664515324,549.322913615145,-2474.928452627388,-5499.17981886992,-7270.46781258446,-9041.755806299,-10120.84950305515,-11199.9431998113,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,5470.46573333333,4992.1586,4545.61077630504,3018.29815891591,1578.98489328848,368.597003157845,-750.519077344341,-1619.23650283075,-2392.27230298023,-2997.867544116015,-3603.4627852518,-4247.159464321085,-4890.85614339037,-5192.314986665715,-5493.77382994106,-5628.78182007141,-5763.78981020176,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36716.2053866925,34690.9101020186,35016.2146175715,28227.9693410034,23338.5026018177,19001.9005493376,14581.5902232708,10980.9806942224,8145.79352226815,6149.2896105675445,4152.78569886694,1772.231011693695,-608.32367547955,-2078.1528259187453,-3547.98197635794,-4492.067682983719,-5436.1533896095,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5823.89767521861,5795.90694879791,6292.56354819543,4634.84110838356,3267.16746591107,2238.87753078017,1569.64212078851,1140.77646129752,832.444576964281,676.7730006751681,521.101424386055,347.1965876883375,173.29175099062,164.14630222550397,155.000853460388,124.0107285126873,93.0206035649866,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Primary Energy|Coal,EJ/yr,142.575126356702,111.733016148535,103.593278915627,43.5592368935264,27.7389076715295,17.7028882674529,11.9297084550374,9.45810868713138,8.72508468963965,9.1148434903248,9.50460229100995,7.04925030402754,4.59389831704513,2.785740680980544,0.977583044915957,0.591763485394663,0.205943925873369,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,33.6643453185271,23.7149050343758,20.2229408902349,3.33863033219864,1.12790342792669,0.220401188388015,0.0989474748837462,0.117494390036736,0.165188743007211,0.177321826442887,0.189454909878563,0.1404756999057643,0.0914964899329656,0.0554098734078365,0.0193232568827075,0.0116526906135089,0.0039821243443104,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12244.8897248001,9562.74687809608,8974.71030566414,4262.62956121124,2818.56985957018,1755.10604980816,689.999878900655,117.70199237769,24.3466351438686,-16.746059929861648,-57.8387550035919,-74.5182900001953,-91.1978249967987,-91.7174958469936,-92.2371666971885,-63.1206441736505,-34.0041216501125,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.76540286250092,9.05896749276268,8.57610296739959,12.0386991569938,15.0017100624223,18.3000828776974,20.1623107591492,22.25588773362,21.8501269020324,18.71972581459725,15.5893247271621,11.57729861368956,7.56527250021702,5.19064543310399,2.81601836599096,3.02522245010173,3.2344265342125,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,36.3862957234779,38.7324038334088,43.1665885681376,31.8515823705921,21.763438052151,14.0052462394521,7.48432632293438,3.05259327170819,0.400550469943869,0.2002752349719345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_900f_COV_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Emissions|CO2,Mt CO2/yr,43966.419851096,43457.937950652,42787.1139075199,32859.9283709338,24977.2814278353,18704.9284300689,13032.321059309,8760.91722802614,5276.31521492007,2216.888794837142,-842.537625245785,-3636.718991312048,-6430.90035737831,-8226.917414359756,-10022.9344713412,-10850.011731353548,-11677.0889913659,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,5470.96916666667,4941.32484636382,4432.91765799468,2889.23581123283,1450.41681736526,236.518060772582,-855.508662198347,-1716.00052619439,-2468.47582613444,-3067.9781214597897,-3667.48041678514,-4200.867661591845,-4734.25490639855,-5135.22524891066,-5536.19559142277,-5666.034896158155,-5795.87420089354,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,38495.4506844293,38516.6131042882,38354.1962495252,29970.692559701,23526.86461047,18468.4103692963,13887.8297215074,10476.9177542205,7744.79104105451,5284.866916296935,2824.94279153936,564.1486702798047,-1696.64545097975,-3091.69216544908,-4486.73887991841,-5183.976835195384,-5881.21479047236,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,6007.19932788473,6377.17728990848,6938.89296800483,4949.90142525743,3450.46474599834,2366.73270814522,1648.40247186509,1158.6935176633,772.956082553434,613.8478647198781,454.739646886322,292.7653045893495,130.790962292377,137.991495644719,145.192028997061,149.7950147515205,154.39800050598,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Primary Energy|Coal,EJ/yr,150.014195484454,135.274307639569,122.788278574938,53.6118465905912,28.9736514054039,18.6741203691089,12.4422616618201,9.66940726689446,9.48328494990965,9.61378230882395,9.74427966773825,5.80691464622463,1.86954962471101,1.3182999612842097,0.767050297857409,0.461354598157276,0.155658898457143,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,34.9630957329006,30.0516356786934,25.6388866607889,6.46687846226231,1.0224556445619,0.319866151983589,0.122025615940329,0.139278892963937,0.185932706999473,0.1900905822063009,0.194248457413129,0.115628986749706,0.0370095160862832,0.0260610590139099,0.0151126019415366,0.0090445128687612,0.0029764237959859,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13340.6352346397,11809.6535822791,10804.1461040329,5236.38382085755,2700.68465209592,1282.90894660734,278.505795192047,72.7243684562757,6.98759733605445,-34.462042181224625,-75.9116816985037,-98.15749667897236,-120.403311659441,-117.6811988954585,-114.959086131476,-115.1192266641155,-115.279367196755,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,6.7665373569408,9.08418849156416,8.97877387237883,12.7398465620623,14.7525757466271,18.0714697174683,19.2676309313663,21.0720079385262,19.9212334299842,16.53024243325745,13.1392514365307,9.985219899736704,6.83118836294271,4.989941083253219,3.14869380356373,2.93664289236927,2.72459198117481,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,38.2639298339719,42.7172995853648,48.5608435452582,33.8957538419756,22.4165747859136,13.873775706249,7.12904929793376,2.63416034911121,0.13333218094496,0.06666609047248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_900f_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.61034709350566,0.0995947837410904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Emissions|CO2,Mt CO2/yr,42186.6711200259,40535.6359497315,40712.3057324647,28203.143030643,18942.6518849568,12956.7064697751,8086.69610587618,4462.61318118774,1658.94866020383,829.4752463366167,0.0018324694033253,1.5139547449168729,3.02607702043042,2.748323631260175,2.47057024208993,2.26466387990547,2.05875751772101,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,5470.46573333333,4937.14915203112,4426.77266549724,2737.45823055312,1254.5603369016,80.8157318248175,-993.072784819379,-1862.91011458212,-2653.52064722549,-3176.838460752505,-3700.15627427952,-4249.990293727935,-4799.82431317635,-5148.10516088459,-5496.38600859283,-5637.03309382772,-5777.68017906261,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36716.2053866925,35598.4867977003,36285.5330669675,25465.6848000898,17688.0915480553,12875.8907379502,9079.76889069556,6325.52329576986,4312.46930742932,4006.313707089125,3700.15810674893,4251.504248472855,4802.85039019678,5150.85348451585,5498.85657883492,5639.29775770763,5779.73893658034,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5823.89767521861,5811.88162829029,6283.26580759226,4090.56087647488,2517.8749450044,1470.26281551643,801.528358871902,418.568089910864,253.054449143134,316.5464719453,380.038494747466,451.7819076253095,523.525320503153,681.5713595269306,839.617398550708,920.837839855349,1002.05828115999,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Primary Energy|Coal,EJ/yr,142.575126356702,119.507996014333,113.693330723492,50.2021798576165,27.0935918393819,17.5986687479175,13.0814285644866,10.4731902072054,8.51630042091094,11.41303303437677,14.3097656478426,17.203346844039352,20.0969280402361,21.448566892001303,22.8002057437665,19.3429182498875,15.8856307560085,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Secondary Energy|Electricity|Coal,EJ/yr,33.6643453185271,26.3252431021938,23.8728783669278,6.08625440663665,0.957985411462034,0.139176773527702,0.146424929498078,0.165959705054029,0.167360190119098,0.226459183567157,0.285558177015216,0.3377439255859999,0.389929674156784,0.4165661712482504,0.443202668339717,0.3737129089833655,0.304223149627014,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12244.8897248001,10277.6887419381,9686.37194750068,3448.16793001239,546.543867437936,61.2402861645349,-35.8905238786807,-136.93089626345,-118.936658521243,-132.83651001335,-146.736361505457,-193.7918767823205,-240.847392059184,-376.0351910734401,-511.222990087696,-452.74313677014,-394.263283452584,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.76540286250092,9.60028075645021,9.40669385188116,12.2024188839709,13.3847367295182,14.3721925022695,12.9512083314395,10.2739891162079,9.64313201569146,11.20058072154128,12.7580294273911,14.3421315207958,15.9262336142005,17.29964466678445,18.6730557193684,18.05849731390985,17.4439389084513,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,36.3862957234779,39.0134882209206,43.6195165434856,29.7066359500764,18.8124742653473,10.9778540657223,5.67083540659692,2.10390268491754,0.0949734959650109,0.0474867479825054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_950_COV,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Emissions|CO2,Mt CO2/yr,42186.6711200259,39683.0687020186,39561.8253938765,27668.1961245597,19201.0453059764,13431.2504337082,8738.36526979369,4973.66303437291,2120.30063105837,1060.1519462628191,0.0032614672682029,1.3947816272192315,2.78630178717026,4.12343656579151,5.46057134441276,4.904465958889775,4.34836057336679,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,5470.46573333333,4992.1586,4545.61077630504,2899.30616307168,1418.14036472681,198.100694328302,-903.872472463898,-1784.78064231811,-2591.96508263932,-3120.988561679265,-3650.01204071921,-4216.960986889595,-4783.90993305998,-5135.03295508788,-5486.15597711578,-5630.689904808645,-5775.22383250151,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36716.2053866925,34690.9101020186,35016.2146175715,24768.889961488,17782.9049412496,13233.1497393799,9642.23774225759,6758.44367669102,4712.26571369769,4181.140507942086,3650.01530218648,4218.355768516814,4786.69623484715,5139.15639165367,5491.61654846019,5635.594370767534,5779.57219307488,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5823.89767521861,5795.90694879791,6292.56354819543,4070.21003446841,2540.73371722924,1504.79875494475,838.77317792918,449.628609750076,316.117935221142,370.9463542998485,425.774773378555,557.874190140583,689.973606902611,837.3516841784665,984.729761454322,978.7968143257264,972.863867197131,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Primary Energy|Coal,EJ/yr,142.575126356702,111.733016148535,103.593278915627,43.483273681032,26.5345455561274,17.7474599589599,13.5957836464718,10.7783868859294,9.25879015070912,12.48578282702706,15.712775503345,20.46910818648975,25.2254408696345,26.23977835218765,27.2541158347408,22.56094995740805,17.8677840800753,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,33.6643453185271,23.7149050343758,20.2229408902349,3.82140566435255,1.10148438858111,0.14060567717085,0.16453081736403,0.17781862760529,0.182220085455145,0.247919229790204,0.313618374125263,0.4030591524350085,0.492499930744754,0.512390400451979,0.532280870159204,0.4380735431337765,0.343866216108349,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12244.8897248001,9562.74687809608,8974.71030566414,3103.81729706176,654.012129473033,80.89333390456,-10.6350173362053,-120.702334925236,-102.432955929229,-88.96444699542864,-75.4959380616283,-103.08508933413464,-130.674240606641,-250.214621244449,-369.755001882257,-391.065450400066,-412.375898917875,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.76540286250092,9.05896749276268,8.57610296739959,12.2004141700455,12.7812443909871,15.1458841517566,15.2443930299087,12.9410158552733,11.5670537578563,11.36391129170265,11.160768825549,13.15702348088275,15.1532781362165,16.67630973745075,18.199341338685,17.7351259963375,17.27091065399,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,36.3862957234779,38.7324038334088,43.1665885681376,29.0511328947119,18.6226195291526,11.0446878252977,5.27989609528453,1.81615323607848,0.094468458960851,0.0472342294804255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_950_COV_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Emissions|CO2,Mt CO2/yr,42186.6711200259,40535.6359497315,40712.3057324647,32729.1790021111,26208.5978558147,20431.8559273485,14650.2713914782,9929.16114552116,6239.77539041409,3533.6646107158003,827.553831017511,-2155.793638347749,-5139.14110771301,-6894.629911998414,-8650.11871628382,-9809.82739853976,-10969.5360807957,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,5470.46573333333,4937.14915203112,4426.77266549724,2891.11370492833,1462.34284910354,277.032272006282,-815.818028628603,-1658.59881820824,-2415.20291477089,-3011.701684574065,-3608.20045437724,-4264.26379950909,-4920.32714464094,-5251.995782335035,-5583.66442002913,-5701.509547972825,-5819.35467591652,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36716.2053866925,35598.4867977003,36285.5330669675,29838.0652971828,24746.2550067112,20154.8236553422,15466.0894201068,11587.7599637294,8654.97830518498,6545.366295289865,4435.75428539475,2108.4701611613395,-218.813963072071,-1642.6341296633802,-3066.45429625469,-4108.317850566965,-5150.18140487924,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5823.89767521861,5811.88162829029,6283.26580759226,4766.593983122,3414.76379110352,2364.79140822555,1700.29095457501,1243.83584502142,932.097349611292,797.0204600320335,661.943570452775,447.8585345015565,233.773498550338,196.944917919078,160.116337287818,127.00192086940292,93.8875044509878,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Primary Energy|Coal,EJ/yr,142.575126356702,119.507996014333,113.693330723492,51.162695594419,29.2368034902661,18.7890622433818,13.6375558803391,10.8605121462701,9.81158186786543,9.732881391742104,9.65418091561878,7.256763371433385,4.85934582724799,2.9677363390239653,1.07612685079994,0.6698000186906705,0.263473186581401,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Secondary Energy|Electricity|Coal,EJ/yr,33.6643453185271,26.3252431021938,23.8728783669278,6.31835302644244,1.10137179624995,0.14403742779497,0.0956133567242482,0.111959615753067,0.158815015017583,0.175630748694161,0.192446482370739,0.1446259612538808,0.0968054401370228,0.0590497865687049,0.0212941330003871,0.0132134212794291,0.0051327095584711,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12244.8897248001,10277.6887419381,9686.37194750068,4942.40325778732,3140.94652953797,2093.10615247132,979.800440751369,226.52863381421,81.5517619794048,28.853404823443903,-23.844952332517,-104.087017660691,-184.329082988865,-138.55405647671495,-92.7790299645649,-82.96784255234806,-73.1566551401312,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,8.76540286250092,9.60028075645021,9.40669385188116,13.1881594645841,15.7177746272371,18.7506804111954,20.2919539969211,22.2753642363198,21.391299950106,18.29294532625665,15.1945907024073,11.927077947070426,8.65956519173355,6.186161718486741,3.71275824523993,3.31743009266794,2.92210194009595,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,36.3862957234779,39.0134882209206,43.6195165434856,32.6177597971754,23.3975705614473,15.4037059043328,9.51989647996163,4.73173544503033,1.33187654799523,0.665938273997615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_950f_COV,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Emissions|CO2,Mt CO2/yr,42186.6711200259,39683.0687020186,39561.8253938765,31943.2569820882,26032.8486962052,20584.9574562953,15094.9994246336,10378.4241107107,6535.04652213444,3922.692742788395,1310.33896344235,-1840.8932118262103,-4992.12538709477,-6773.249523125336,-8554.3736591559,-9696.84411140555,-10839.3145636552,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,5470.46573333333,4992.1586,4545.61077630504,3020.32447092444,1591.15262324186,381.707884420998,-731.753239439166,-1592.86462659278,-2354.39303876698,-2963.932052072545,-3573.47106537811,-4235.80305882138,-4898.13505226465,-5233.51682582113,-5568.89859937761,-5698.7894854611295,-5828.68037154465,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36716.2053866925,34690.9101020186,35016.2146175715,28922.9325111637,24441.6960729634,20203.2495718743,15826.7526640728,11971.2887373035,8889.43956090142,6886.62479486094,4883.81002882046,2394.9098469951723,-93.9903348301148,-1539.7326973042022,-2985.47505977829,-3998.0546259444254,-5010.63419211056,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5823.89767521861,5795.90694879791,6292.56354819543,4827.61879758049,3449.73064431312,2402.31076857521,1739.50144744992,1284.10825956653,992.97415312572,845.9107405408795,698.847327956039,472.8715929479465,246.895857939854,204.6567673993585,162.417676858863,128.4673251819085,94.516973504954,3
MESSAGEix,EN_INDCi2030_950f_COV_NDCp,P3b,Primary Energy|Coal,EJ/yr,142.575126356702,111.733016148535,103.593278915627,45.4358826156137,29.1672136431564,18.7590971531213,13.1055156126254,10.3169920214222,9.86758265574476,10.01769424529038,10.167805834836,7.82533478316585,5.4828637314957,3.358474077954405,1.23408442441311,0.7935842994282349,0.35308417444336,3
